 "y","U","k","epsilon","nut","tau_mu","tau_R","Pk","Tk","Dk","Peps","Teps","Deps","epsEps"
  0.4300000000E+01,  0.3983931569E+01,  0.4496659431E+00,  0.7587243361E-01,  0.1652785206E-01,  0.9042169370E+00,  0.1494476376E-01,  0.1351330851E-01,  0.4080557395E-02,  0.5827933469E-01,  0.3306158821E-02,  0.1453404726E-03,  0.1301129619E-02, -0.4752406928E-02
  0.4400000000E+01,  0.4074266436E+01,  0.4722246001E+00,  0.7707495811E-01,  0.1797603204E-01,  0.9024389498E+00,  0.1622227148E-01,  0.1463960964E-01,  0.4467135366E-02,  0.5796902776E-01,  0.3464672497E-02,  0.1566097014E-03,  0.1245856907E-02, -0.4866911326E-02
  0.4500000000E+01,  0.4164419359E+01,  0.4953629474E+00,  0.7828994118E-01,  0.1952593240E-01,  0.9005761452E+00,  0.1758458893E-01,  0.1583626132E-01,  0.4880519068E-02,  0.5757402499E-01,  0.3629134882E-02,  0.1684910173E-03,  0.1191428910E-02, -0.4988821169E-02
  0.4600000000E+01,  0.4254381665E+01,  0.5190770350E+00,  0.7951683853E-01,  0.2118297961E-01,  0.8986246943E+00,  0.1903554858E-01,  0.1710581402E-01,  0.5321433394E-02,  0.5709050675E-01,  0.3799610138E-02,  0.1809993990E-03,  0.1138054689E-02, -0.5118424654E-02
  0.4700000000E+01,  0.4344144298E+01,  0.5433620276E+00,  0.8075511644E-01,  0.2295273670E-01,  0.8965807693E+00,  0.2057898233E-01,  0.1845071981E-01,  0.5790469490E-02,  0.5651489613E-01,  0.3976143765E-02,  0.1941476453E-03,  0.1085860187E-02, -0.5255906025E-02
  0.4800000000E+01,  0.4433697819E+01,  0.5682121692E+00,  0.8200425294E-01,  0.2484089001E-01,  0.8944405652E+00,  0.2221869970E-01,  0.1987330632E-01,  0.6288062994E-02,  0.5584390792E-01,  0.4158761117E-02,  0.2079451834E-03,  0.1034863155E-02, -0.5401317812E-02
  0.4900000000E+01,  0.4523032411E+01,  0.5936207499E+00,  0.8326373808E-01,  0.2685323428E-01,  0.8922003233E+00,  0.2395846431E-01,  0.2137574960E-01,  0.6814472199E-02,  0.5507459784E-01,  0.4347465927E-02,  0.2223964950E-03,  0.9849491939E-03, -0.5554553827E-02
  0.5000000000E+01,  0.4612137883E+01,  0.6195800765E+00,  0.8453307271E-01,  0.2899565621E-01,  0.8898563557E+00,  0.2580196896E-01,  0.2296004607E-01,  0.7369756681E-02,  0.5420441078E-01,  0.4542238865E-02,  0.2374991431E-03,  0.9358510066E-03, -0.5715325009E-02
  0.5100000000E+01,  0.4701003682E+01,  0.6460814473E+00,  0.8581176585E-01,  0.3127411659E-01,  0.8874050719E+00,  0.2775280968E-01,  0.2462798407E-01,  0.7953756968E-02,  0.5323122690E-01,  0.4743036155E-02,  0.2532414130E-03,  0.8871332656E-03, -0.5883140534E-02
  0.5200000000E+01,  0.4789618898E+01,  0.6731151303E+00,  0.8709933032E-01,  0.3369463150E-01,  0.8848430049E+00,  0.2981445898E-01,  0.2638111548E-01,  0.8566075866E-02,  0.5215340437E-01,  0.4949788249E-02,  0.2695996325E-03,  0.8381856207E-03, -0.6057296831E-02
  0.5300000000E+01,  0.4877972283E+01,  0.7006703473E+00,  0.8839527665E-01,  0.3626325256E-01,  0.8821668382E+00,  0.3199023886E-01,  0.2822072787E-01,  0.9206062077E-02,  0.5096981745E-01,  0.5162398597E-02,  0.2865352915E-03,  0.7882262641E-03, -0.6236877031E-02
  0.5400000000E+01,  0.4966052265E+01,  0.7287352626E+00,  0.8969910524E-01,  0.3898604697E-01,  0.8793734328E+00,  0.3428329395E-01,  0.3014781789E-01,  0.9872796692E-02,  0.4967988882E-01,  0.5380742529E-02,  0.3039921421E-03,  0.7363180106E-03, -0.6420763028E-02
  0.5500000000E+01,  0.5053846969E+01,  0.7572969767E+00,  0.9101029701E-01,  0.4186907745E-01,  0.8764598526E+00,  0.3669656546E-01,  0.3216306635E-01,  0.1056508307E-01,  0.4828361524E-01,  0.5604666269E-02,  0.3218935181E-03,  0.6813980419E-03, -0.6607661562E-02
  0.5600000000E+01,  0.5141344236E+01,  0.7863415270E+00,  0.9232830277E-01,  0.4491838279E-01,  0.8734233901E+00,  0.3923276617E-01,  0.3426681563E-01,  0.1128144052E-01,  0.4678158583E-01,  0.5833986111E-02,  0.3401401517E-03,  0.6223212935E-03, -0.6796144590E-02
  0.5700000000E+01,  0.5228531647E+01,  0.8158538931E+00,  0.9365253173E-01,  0.4813995912E-01,  0.8702615887E+00,  0.4189435731E-01,  0.3645904995E-01,  0.1202010199E-01,  0.4517499270E-01,  0.6068487781E-02,  0.3586087815E-03,  0.5579160184E-03, -0.6984702832E-02
  0.5800000000E+01,  0.5315396554E+01,  0.8458180092E+00,  0.9498233985E-01,  0.5153974258E-01,  0.8669722642E+00,  0.4468352732E-01,  0.3873937885E-01,  0.1277901588E-01,  0.4346563381E-01,  0.6307926022E-02,  0.3771518236E-03,  0.4870484866E-03, -0.7171809714E-02
  0.5900000000E+01,  0.5401926100E+01,  0.8762167816E+00,  0.9631701846E-01,  0.5512359332E-01,  0.8635535235E+00,  0.4760217324E-01,  0.4110702443E-01,  0.1355585183E-01,  0.4165590881E-01,  0.6552024414E-02,  0.3955983121E-03,  0.4086922909E-03, -0.7355991445E-02
  0.6000000000E+01,  0.5488107258E+01,  0.9070321131E+00,  0.9765578400E-01,  0.5889728127E-01,  0.8600037804E+00,  0.5065188455E-01,  0.4356081220E-01,  0.1434801023E-01,  0.3974880820E-01,  0.6800475472E-02,  0.4137562089E-03,  0.3219965765E-03, -0.7535897644E-02
  0.6100000000E+01,  0.5573926856E+01,  0.9382449326E+00,  0.9899776950E-01,  0.6286647347E-01,  0.8563217693E+00,  0.5383392980E-01,  0.4609916601E-01,  0.1515263513E-01,  0.3774789714E-01,  0.7052941035E-02,  0.4314160418E-03,  0.2263469410E-03, -0.7710366279E-02
  0.6200000000E+01,  0.5659371612E+01,  0.9698352312E+00,  0.1003420185E+00,  0.6703672297E-01,  0.8525065559E+00,  0.5714924582E-01,  0.4872010673E-01,  0.1596663004E-01,  0.3565729477E-01,  0.7309052974E-02,  0.4483556767E-03,  0.1214129487E-03, -0.7878476652E-02
  0.6300000000E+01,  0.5744428167E+01,  0.1001782103E+01,  0.1016874816E+00,  0.7141345902E-01,  0.8485575456E+00,  0.6059842951E-01,  0.5142125461E-01,  0.1678667626E-01,  0.3348165018E-01,  0.7568414234E-02,  0.4643458816E-03,  0.7177255214E-05, -0.8039585133E-02
  0.6400000000E+01,  0.5829083121E+01,  0.1034063791E+01,  0.1030330164E+00,  0.7600197825E-01,  0.8444744892E+00,  0.6418173176E-01,  0.5419983515E-01,  0.1760925338E-01,  0.3122611592E-01,  0.7830600206E-02,  0.4791562324E-03, -0.1160568451E-03, -0.8193339985E-02
  0.6500000000E+01,  0.5913323065E+01,  0.1066657740E+01,  0.1043773907E+00,  0.8080743646E-01,  0.8402574877E+00,  0.6789905354E-01,  0.5705268815E-01,  0.1843066172E-01,  0.2889631955E-01,  0.8095160449E-02,  0.4925608592E-03, -0.2476802569E-03, -0.8339673996E-02
  0.6600000000E+01,  0.5997134619E+01,  0.1099540652E+01,  0.1057192882E+00,  0.8583484064E-01,  0.8359069938E+00,  0.7174994360E-01,  0.5997627966E-01,  0.1924704660E-01,  0.2649833343E-01,  0.8361620734E-02,  0.5043435579E-03, -0.3868135425E-03, -0.8478776175E-02
  0.6700000000E+01,  0.6080504464E+01,  0.1132688548E+01,  0.1070573176E+00,  0.9108904099E-01,  0.8314238132E+00,  0.7573359780E-01,  0.6296671668E-01,  0.2005442445E-01,  0.2403864281E-01,  0.8629485402E-02,  0.5143018839E-03, -0.5323588797E-03, -0.8611046243E-02
  0.6800000000E+01,  0.6163419381E+01,  0.1166076830E+01,  0.1083900234E+00,  0.9657472268E-01,  0.8268091037E+00,  0.7984885990E-01,  0.6601976429E-01,  0.2084871088E-01,  0.2152411153E-01,  0.8898240008E-02,  0.5222500038E-03, -0.6830626472E-03, -0.8737037549E-02
  0.6900000000E+01,  0.6245866285E+01,  0.1199680353E+01,  0.1097158985E+00,  0.1022963973E+00,  0.8220643727E+00,  0.8409422366E-01,  0.6913086523E-01,  0.2162575071E-01,  0.1896194499E-01,  0.9167354213E-02,  0.5280202633E-03, -0.8375819077E-03, -0.8857395039E-02
  0.7000000000E+01,  0.6327832256E+01,  0.1233473496E+01,  0.1110333978E+00,  0.1082583938E+00,  0.8171914742E+00,  0.8846783646E-01,  0.7229516169E-01,  0.2238135011E-01,  0.1635964960E-01,  0.9436284884E-02,  0.5314636070E-03, -0.9945482143E-03, -0.8972794977E-02
  0.7100000000E+01,  0.6409304580E+01,  0.1267430235E+01,  0.1123409517E+00,  0.1144648499E+00,  0.8121926029E+00,  0.9296750441E-01,  0.7550751939E-01,  0.2311131063E-01,  0.1372498844E-01,  0.9704479358E-02,  0.5324491291E-03, -0.1152623234E-02, -0.9083892133E-02
  0.7200000000E+01,  0.6490270776E+01,  0.1301524224E+01,  0.1136369793E+00,  0.1209197025E+00,  0.8070702882E+00,  0.9759069916E-01,  0.7876255370E-01,  0.2381146492E-01,  0.1106593271E-01,  0.9971378829E-02,  0.5308631105E-03, -0.1310542429E-02, -0.9191278524E-02
  0.7300000000E+01,  0.6570718637E+01,  0.1335728872E+01,  0.1149199015E+00,  0.1276266795E+00,  0.8018273845E+00,  0.1023345666E+00,  0.8205465789E-01,  0.2447771373E-01,  0.8390609184E-02,  0.1023642180E-01,  0.5266079044E-03, -0.1467145068E-02, -0.9295455738E-02
  0.7400000000E+01,  0.6650636253E+01,  0.1370017427E+01,  0.1161881522E+00,  0.1345892914E+00,  0.7964670615E+00,  0.1071959374E+00,  0.8537803330E-01,  0.2510606349E-01,  0.5707244041E-02,  0.1049904754E-01,  0.5196009760E-03, -0.1621390820E-02, -0.9396820860E-02
  0.7500000000E+01,  0.6730012049E+01,  0.1404363054E+01,  0.1174401891E+00,  0.1418108245E+00,  0.7909927906E+00,  0.1121713398E+00,  0.8872672112E-01,  0.2569266394E-01,  0.3024103888E-02,  0.1075869959E-01,  0.5097743000E-03, -0.1772364716E-02, -0.9495664359E-02
  0.7600000000E+01,  0.6808834812E+01,  0.1438738922E+01,  0.1186745023E+00,  0.1492943343E+00,  0.7854083313E+00,  0.1172570140E+00,  0.9209463570E-01,  0.2623384477E-01,  0.3494348973E-03,  0.1101482909E-01,  0.4970742011E-03, -0.1919273270E-02, -0.9592177202E-02
  0.7700000000E+01,  0.6887093716E+01,  0.1473118284E+01,  0.1198896227E+00,  0.1570426409E+00,  0.7797177135E+00,  0.1224489289E+00,  0.9547559887E-01,  0.2672615088E-01, -0.2308598755E-02,  0.1126689811E-01,  0.4814616129E-03, -0.2061434848E-02, -0.9686464036E-02
  0.7800000000E+01,  0.6964778354E+01,  0.1507474560E+01,  0.1210841288E+00,  0.1650583251E+00,  0.7739252200E+00,  0.1277428006E+00,  0.9886337505E-01,  0.2716637511E-01, -0.4941975967E-02,  0.1151438282E-01,  0.4629126501E-03, -0.2198267214E-02, -0.9778559373E-02
  0.7900000000E+01,  0.7041878760E+01,  0.1541781417E+01,  0.1222566522E+00,  0.1733437261E+00,  0.7680353661E+00,  0.1331341121E+00,  0.1022517065E+00,  0.2755158818E-01, -0.7542878129E-02,  0.1175677643E-01,  0.4414193448E-03, -0.2329274567E-02, -0.9868444278E-02
  0.8000000000E+01,  0.7118385427E+01,  0.1576012845E+01,  0.1234058829E+00,  0.1819009403E+00,  0.7620528783E+00,  0.1386181351E+00,  0.1056343489E+00,  0.2787916505E-01, -0.1010374579E-01,  0.1199359205E-01,  0.4169903904E-03, -0.2454035685E-02, -0.9956061766E-02
  0.8100000000E+01,  0.7194289335E+01,  0.1610143235E+01,  0.1245305733E+00,  0.1907318218E+00,  0.7559826716E+00,  0.1441899522E+00,  0.1090051053E+00,  0.2814680746E-01, -0.1261733164E-01,  0.1222436522E-01,  0.3896517581E-03, -0.2572194019E-02, -0.1004132991E-01
  0.8200000000E+01,  0.7269581962E+01,  0.1644147452E+01,  0.1256295416E+00,  0.1998379831E+00,  0.7498298269E+00,  0.1498444803E+00,  0.1123578607E+00,  0.2835256224E-01, -0.1507674899E-01,  0.1244865627E-01,  0.3594470877E-03, -0.2683450012E-02, -0.1012415223E-01
  0.8300000000E+01,  0.7344255301E+01,  0.1678000902E+01,  0.1267016755E+00,  0.2092207979E+00,  0.7435995663E+00,  0.1555764946E+00,  0.1156866139E+00,  0.2849483530E-01, -0.1747551511E-01,  0.1266605239E-01,  0.3264377930E-03, -0.2787555481E-02, -0.1020442554E-01
  0.8400000000E+01,  0.7418301875E+01,  0.1711679596E+01,  0.1277459339E+00,  0.2188814043E+00,  0.7372972291E+00,  0.1613806529E+00,  0.1189855082E+00,  0.2857240118E-01, -0.1980758901E-01,  0.1287616947E-01,  0.2907028641E-03, -0.2884309666E-02, -0.1028204546E-01
  0.8500000000E+01,  0.7491714747E+01,  0.1745160214E+01,  0.1287613491E+00,  0.2288207090E+00,  0.7309282478E+00,  0.1672515199E+00,  0.1222488604E+00,  0.2858440815E-01, -0.2206740327E-01,  0.1307865357E-01,  0.2523383719E-03, -0.2973556497E-02, -0.1035691022E-01
  0.8600000000E+01,  0.7564487525E+01,  0.1778420159E+01,  0.1297470288E+00,  0.2390393925E+00,  0.7244981237E+00,  0.1731835914E+00,  0.1254711870E+00,  0.2853037897E-01, -0.2424988969E-01,  0.1327318224E-01,  0.2114567021E-03, -0.3055182615E-02, -0.1042892310E-01
  0.8700000000E+01,  0.7636614371E+01,  0.1811437604E+01,  0.1307021566E+00,  0.2495379146E+00,  0.7180124031E+00,  0.1791713178E+00,  0.1286472284E+00,  0.2841020754E-01, -0.2635049891E-01,  0.1345946542E-01,  0.1681855539E-03, -0.3129115804E-02, -0.1049799396E-01
  0.8800000000E+01,  0.7708090005E+01,  0.1844191545E+01,  0.1316259933E+00,  0.2603165212E+00,  0.7114766546E+00,  0.1852091276E+00,  0.1317719705E+00,  0.2822415150E-01, -0.2836521372E-01,  0.1363724609E-01,  0.1226667419E-03, -0.3195323547E-02, -0.1056404013E-01
  0.8900000000E+01,  0.7778909702E+01,  0.1876661833E+01,  0.1325178768E+00,  0.2713752507E+00,  0.7048964461E+00,  0.1912914498E+00,  0.1348406632E+00,  0.2797282127E-01, -0.3029055658E-01,  0.1380630074E-01,  0.7505484168E-04, -0.3253811546E-02, -0.1062698695E-01
  0.9000000000E+01,  0.7849069294E+01,  0.1908829216E+01,  0.1333772221E+00,  0.2827139423E+00,  0.6982773240E+00,  0.1974127351E+00,  0.1378488364E+00,  0.2765716569E-01, -0.3212359126E-01,  0.1396643939E-01,  0.2551571322E-04, -0.3304622101E-02, -0.1068676804E-01
  0.9100000000E+01,  0.7918565167E+01,  0.1940675363E+01,  0.1342035212E+00,  0.2943322431E+00,  0.6916247921E+00,  0.2035674764E+00,  0.1407923136E+00,  0.2727845469E-01, -0.3386191922E-01,  0.1411750552E-01, -0.2577506261E-04, -0.3347832291E-02, -0.1074332536E-01
  0.9200000000E+01,  0.7987394253E+01,  0.1972182891E+01,  0.1349963420E+00,  0.3062296165E+00,  0.6849442932E+00,  0.2097502283E+00,  0.1436672219E+00,  0.2683825943E-01, -0.3550367090E-01,  0.1425937563E-01, -0.7863380467E-04, -0.3383551964E-02, -0.1079660926E-01
  0.9300000000E+01,  0.8055554026E+01,  0.2003335382E+01,  0.1357553273E+00,  0.3184053511E+00,  0.6782411907E+00,  0.2159556244E+00,  0.1464699999E+00,  0.2633843024E-01, -0.3704749247E-01,  0.1439195867E-01, -0.1328703811E-03, -0.3411921538E-02, -0.1084657839E-01
  0.9400000000E+01,  0.8123042491E+01,  0.2034117398E+01,  0.1364801933E+00,  0.3308585685E+00,  0.6715207520E+00,  0.2221783947E+00,  0.1491974027E+00,  0.2578107282E-01, -0.3849252852E-01,  0.1451519517E-01, -0.1882898623E-03, -0.3433109638E-02, -0.1089319961E-01
  0.9500000000E+01,  0.8189858176E+01,  0.2064514489E+01,  0.1371707283E+00,  0.3435882330E+00,  0.6647881335E+00,  0.2284133801E+00,  0.1518465047E+00,  0.2516852315E-01, -0.3983840118E-01,  0.1462905629E-01, -0.2446941541E-03, -0.3447310617E-02, -0.1093644781E-01
  0.9600000000E+01,  0.8256000118E+01,  0.2094513196E+01,  0.1378267901E+00,  0.3565931597E+00,  0.6580483671E+00,  0.2346555465E+00,  0.1544146992E+00,  0.2450332140E-01, -0.4108518616E-01,  0.1473354260E-01, -0.3018835900E-03, -0.3454741978E-02, -0.1097630573E-01
  0.9700000000E+01,  0.8321467850E+01,  0.2124101051E+01,  0.1384483046E+00,  0.3698720236E+00,  0.6513063475E+00,  0.2408999967E+00,  0.1568996970E+00,  0.2378818541E-01, -0.4223338632E-01,  0.1482868280E-01, -0.3596584647E-03, -0.3455641748E-02, -0.1101276375E-01
